username,"ASU notes: ","ASU: ","American U notes: ","American U: ","Application Year: ","Attending: ","BC notes: ","BC: ","BU notes: ","BU: ","BYU notes: ","BYU: ","Baylor notes: ","Baylor: ","Brooklyn notes: ","Brooklyn: ","Cardozo notes: ","Cardozo: ","Case Western notes: ","Case Western: ","Catholic U notes: ","Catholic U: ","Chapman notes: ","Chapman: ","Chicago-Kent notes: ","Chicago-Kent: ","Columbia notes: ","Columbia: ","Cornell notes: ","Cornell: ","DePaul notes: ","DePaul: ","Duke notes: ","Duke: ","Emory notes: ","Emory: ","FSU notes: ","FSU: ","Fl International notes: ","Fl International: ","Fordham notes: ","Fordham: ","GPA: ","Gender: ","General Information: ","George Mason notes: ","George Mason: ","George Washington notes: ","George Washington: ","Georgetown notes: ","Georgetown: ","Georgia State notes: ","Georgia State: ","Gonzaga notes: ","Gonzaga: ","Harvard notes: ","Harvard: ","Highest LSAT: ","Hofstra notes: ","Hofstra: ","Indiana - Bloomington notes: ","Indiana - Bloomington: ","Indiana - Indianapolis notes: ","Indiana - Indianapolis: ","LSDAS GPA: ","LSU notes: ","LSU: ","Lewis & Clark notes: ","Lewis & Clark: ","Loyola - Chicago notes: ","Loyola - Chicago: ","Loyola - LA notes: ","Loyola - LA: ","Major(s): ","Marquette notes: ","Marquette: ","Mercer notes: ","Mercer: ","Michigan State notes: ","Michigan State: ","Minor(s): ","NYU notes: ","NYU: ","Northeastern notes: ","Northeastern: ","Northwestern notes: ","Northwestern: ","Notre Dame notes: ","Notre Dame: ","Ohio State notes: ","Ohio State: ","Oklahoma City notes: ","Oklahoma City: ","Penn State notes: ","Penn State: ","Penn notes: ","Penn: ","Pepperdine notes: ","Pepperdine: ","Pitt notes: ","Pitt: ","Residency: ","Rutgers - Camden notes: ","Rutgers - Camden: ","Rutgers - Newark notes: ","Rutgers - Newark: ","SMU notes: ","SMU: ","SUNY Buffalo notes: ","SUNY Buffalo: ","Saint Louis U notes: ","Saint Louis U: ","Santa Clara notes: ","Santa Clara: ","Seattle U notes: ","Seattle U: ","Seton Hall notes: ","Seton Hall: ","St. Johns notes: ","St. Johns: ","Stanford notes: ","Stanford: ","Stetson notes: ","Stetson: ","Syracuse notes: ","Syracuse: ","TLS Box: ","Temple notes: ","Temple: ","Tulane notes: ","Tulane: ","U of Alabama notes: ","U of Alabama: ","U of Arizona notes: ","U of Arizona: ","U of Arkansas notes: ","U of Arkansas: ","U of Chicago notes: ","U of Chicago: ","U of Cincinnati notes: ","U of Cincinnati: ","U of Colorado notes: ","U of Colorado: ","U of Connecticut notes: ","U of Connecticut: ","U of Denver notes: ","U of Denver: ","U of Florida notes: ","U of Florida: ","U of Georgia notes: ","U of Georgia: ","U of Hawaii notes: ","U of Hawaii: ","U of Houston notes: ","U of Houston: ","U of Illinois notes: ","U of Illinois: ","U of Iowa notes: ","U of Iowa: ","U of Kansas notes: ","U of Kansas: ","U of Kentucky notes: ","U of Kentucky: ","U of Louisville notes: ","U of Louisville: ","U of Maine notes: ","U of Maine: ","U of Maryland notes: ","U of Maryland: ","U of Miami notes: ","U of Miami: ","U of Michigan notes: ","U of Michigan: ","U of Minnesota notes: ","U of Minnesota: ","U of Missouri notes: ","U of Missouri: ","U of Nebraska notes: ","U of Nebraska: ","U of New Mexico notes: ","U of New Mexico: ","U of Oklahoma notes: ","U of Oklahoma: ","U of Oregon notes: ","U of Oregon: ","U of Richmond notes: ","U of Richmond: ","U of San Diego notes: ","U of San Diego: ","U of San Francisco notes: ","U of San Francisco: ","U of South Carolina notes: ","U of South Carolina: ","U of Tennessee notes: ","U of Tennessee: ","U of Texas notes: ","U of Texas: ","U of Tulsa notes: ","U of Tulsa: ","U of Utah notes: ","U of Utah: ","U of Washington notes: ","U of Washington: ","U of Wisconsin notes: ","U of Wisconsin: ","U of Wyoming notes: ","U of Wyoming: ","UC Berkeley/Boalt notes: ","UC Berkeley/Boalt: ","UC Davis notes: ","UC Davis: ","UC Hastings notes: ","UC Hastings: ","UCLA notes: ","UCLA: ","UNC notes: ","UNC: ","UNLV notes: ","UNLV: ","UOP (McGeorge) notes: ","UOP (McGeorge): ","USC notes: ","USC: ","UVA notes: ","UVA: ","Undergrad Institution: ","Underrepresented Minority?: ","Vanderbilt notes: ","Vanderbilt: ","Villanova notes: ","Villanova: ","WUSTL notes: ","WUSTL: ","Wake Forest notes: ","Wake Forest: ","Washington & Lee notes: ","Washington & Lee: ","Wayne State notes: ","Wayne State: ","West Virginia notes: ","West Virginia: ","William & Mary notes: ","William & Mary: ","William Mitchell notes: ","William Mitchell: ","Yale notes: ","Yale: "
Jeffso620,,,,,2012-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,Male,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amherst College",,,,,,,,,,,,,,,,,,,,,
benaged,,,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,"$30,000",Accepted,,,,Applied,3.3,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,
rpollock11,"30k, 20k, 20k",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,163,,,,,,,,,,,,"27k scholly",Accepted,,,"Business Admin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"full ride",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azkj,,Applied,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,Female,,,,,,,,,,,,,,163,,,,,,,3.3,,,,,,,,,"Business Admin & Cinema Prod",,,,,,,Cinema,,,,,,,,,,,,,,,,,,,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$12K/yr,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Southern California",No,,,,,,,,,,,,,,,,,,,,
stargazer3620,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,Female,"upward grade trend, overcame significant adversity in college",,,,,,,,,,,,,163,,,,,,,3.2,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,No,,,,,,,,,,,,,,,,,,,,
tgibson89,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oh well.",Rejected,3.2,Male,,,,,,,,,,,,,,163,,,,,,,3.2,,,,,,,,,Philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,,,,,,,,,,,,,,,,,,,,,,,,"20k/year scholarship",Accepted,"Applied late 02/01. Once I was waitlisted I set up an interview with the dean. Offered admission a few days afterwards.","Waitlisted then accepted",,,,,,,,,,,,,,,,,,,,,,,"Accepted via e-mail 3/8",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couldn't hurt to try",Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulane University",No,,,,,,,,,,,,,,,,,,,,
gilliansaltz,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,Female,,,,,,,,,,,,,,163,,,,,,,3.2,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,"Still waiting 5 months later",Applied,,,,,,,,,,,,,,,,25K,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,"Didnt really have a shot but thought Id try just in case a miracle happened, we all have this thought right?",Rejected,,,,,,,,,,,"St. John's College",No,,,,,,,,,,,,,,,,,,,,
red52,,Applied,,,2013-2014,,,,,,,,"45,000",Accepted,20k/yr,Accepted,"75,000",Accepted,,,,,,,,,,,,,,,,,,,"3.5 months later",Accepted,,,"P/T - hopefully I get an offer eventually. Not surprised though.",Waitlisted,3.2,Male,,,,,,,,,,,,,,163,,,,,,,3.2,,,,,,,"Fee waiver",Accepted,"Pre Law",,,,,,,,,,,,,,,,"Took them long enough.",Rejected,,,"20,000 per year via Email",Accepted,,,,,Withdrew,Accepted,CA,,,"1/2 tuition",Accepted,,,,,,,,,,,,,,,,,,,,,http://lawschoolnumbers.com/red52,,Accepted,,,,,"fee waiver",Waitlisted,,,,,,,,,,,,,,,,,,,"accepted via email, waiting for $$ info",Accepted,,,,,,,,,,,,,"Awaiting $$",Accepted,,,,,,,,,,,,,,,,,,,"20k via snail mail",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,"my mind is blown","Waitlisted then accepted","12k per year w/ instate tuition",Accepted,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
uwgbluedevil,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,Applied,,,,,,Applied,,,,,3.2,Male,,,,,,,,"#1 school",Applied,,,,,163,,,,,,,3.1,,Applied,,,,Applied,,,Criminology,,Applied,,Applied,,,Psychology,,,,,,,,,,,,,,Applied,,,,,,Applied,GA,,,,,,,,,,,,Applied,,,,Applied,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,reach,Applied,,,,,"free application.  might as well",Applied,,,,,,,,,,,,,,Applied,,,,,,,,,,,,Applied,,Applied,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of West Georgia",,,,,Applied,,,"somewhat of a reach",Applied,,,,,,,,,,,,
creepa,,,"Way late: February LSAT",Applied,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,Female,"Triple major, mock trial, research assistant in cancer research lab studying tumor formation mechanisms. I have been working in France as an English teacher since graduation (May 2010)",,,,,,,,,,,,,163,,,,,,,3.0,,,,,,,,,"Biochemistry Cellular and Molecular Biology, French, Philosophy",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"My #1 choice! Unfortunately I applied way late (March) because of my February LSAT score.",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Large Public",No,,,,,,,"Late application: February LSAT",Waitlisted,,,,,,,,,,,,
dems87,,,,,2012-2013,"Chicago-Kent Class of 2015",,Rejected,,Rejected,,,"Summer and Spring Entrance - Withdrawn",Accepted,,,,,,,,,,,"Attending - $10k/year scholly",Accepted,,,,,,,,,,,,,,,,Rejected,3.2,Male,,,,,,,,,,,,,,163,"$10,000/year scholly",Accepted,,,,,2.6,,,,,,,,,"Economics & Finance",,,,,Really?,Waitlisted,,,,,,,,,Rejected,,,,,,Rejected,,,,,,,TX,,,,,"ED --> RD",Applied,,,,,,,,,,,,,,,,,"No scholly - withdrawn",Accepted,http://lawschoolnumbers.com/dems87,,,,,,,,,,,,,,,,Rejected,,Rejected,"again - really?",Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,"University of Texas at Dallas",No,,,,,,,,,,,,,,,,,,,,
akahrpaperstacks,,Rejected,,,2008-2009,,,,,,,,,Rejected,,,,,,Rejected,,Rejected,,,,,,,,,,Waitlisted,,,,,,,,,,,3.2,Male,"Full-time employment since end of freshman year in college. GPA is lower than TLS will allow me to select...",,Rejected,,,,,,Rejected,,,,,163,,Waitlisted,,,,,2.1,,,,Waitlisted,,Waitlisted,,,"Political Science, Sociology",,"Waitlisted then accepted",,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,TX,,Waitlisted,,,,Waitlisted,,,,,,,,,,Rejected,,,,,,Rejected,,,,,Waitlisted,,,,,,,,,,,,Rejected,,,,Rejected,,Rejected,,,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,,,,Rejected,,,,Rejected,,,"1/2 Tuition Scholarship. Attending as of today.","Waitlisted then accepted",,,,Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baylor University",No,,,,,,,,,,Rejected,,,,,,,,,,
dculicover,,,,Accepted,2010-2011,,,Applied,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,3.2,Male,,,,,Applied,,Applied,,,,,,,163,,,,,,,,,,,,,,,,"Econ and poli sci",,,,,,,,,,,Applied,,,,,,Accepted,,,,,,,,,,,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio State",,,,,,,,,,,Waitlisted,,,,,,Applied,,,,
mt1042,,,,Accepted,2011-2012,,,Rejected,,Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,3.2,Male,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,"$8,500/year - Withdrew",Accepted,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,Attending,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Withdrew,"Waitlisted then accepted",,,,,,,,,,,,,,,,
rs2004,,,,,2011-2012,,,,,,,,,,,,,Waitlisted,,,,,,,,,,Rejected,,Rejected,,,,,,,,,,,,,3.2,Female,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,"Economics & English",,,,,,,,,,,,,Rejected,,,,,,,,,,,,,"42,000 deans scholarship",Accepted,"United States",,,,,,,,,,,"$31,500 emery scholarship",Accepted,,,,,,,,Rejected,,,,,http://lawschoolnumbers.com/rs2004,"30,000 conwell scholarship",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waitlisted then accepted",,,,,,,,,,,,,,Rejected,,,,,,,,,,,,Rejected,,,,,,,,,,,Ivy,Yes,,,"60,000 dean's merit scholarship renewable",Accepted,,Rejected,,,,"Waitlisted then rejected",,,,,,Waitlisted,,,,
tchan4269,,,,,,"University of Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,Male,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,Biochemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,"dancin til the world ends, y'all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Top 10 Public",No,,,,,,,,,,,,,,,,,,,,
jbk625,,,,,2013-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,3.2,Male,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,"Political Science",,,,,,,"French, Econ",,,,,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
greatergood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,"undergrad diploma '02",,,,,,,,,,,,,163,,,,,,,3.1,,,,Applied,,,,,sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,Rejected,,,,,,Rejected,,,,,,,,,,,,,,,,,"lewis and clark",,,Applied,,,,,,,,,,,,,,Applied,,,,
bmoredagny,,,"accepted part time.",Accepted,,,,,,,,,,,,,,,,,"14000/yr faculty merit scholarship if in top 25%",Accepted,,,,,,,,,,,,,,,,,,,,,3.1,Female,,"applied for both full time and part time programs.",Waitlisted,"Applied to Part time program",Rejected,"Applied to part time and full time programs. ",Applied,,,,,,,163,,,,,,,3.1,,,,,,,,,"Writing Seminars",,,,,,,,,,,,,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accepted to part time program.",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Top 20",No,,,"Ready for Review 12/18",Accepted,,,,,,,,,,,"Decision Pending 11/30",Applied,,,,
Flett,"$50,000 Scholarship - ",Accepted,,Accepted,2011-2012,,,,,Rejected,,,,,,,,,,,"$10,000 / Year",Accepted,,,,,,,"EA - $120,000",Accepted,,,,,,,,,,,,,3.1,Female,"Native American",,Rejected,,Rejected,"HELD then Rejected.","Waitlisted then rejected",,,"Full Tuition Scholarship",Accepted,,,163,,,,,,,3.1,"$28,576 / Year",Accepted,,,,,"$87,000 / Year",Accepted,"Political Science",,,,,,,,,,,,,,"$15,000 / Year",Accepted,,,,,,,,,,,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,http://lawschoolnumbers.com/Rhiawyn,,Accepted,,Waitlisted,,Rejected,"Full Tuition Scholarship",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Legal Scholar Candidate",Accepted,,,,,,,,,,,,,,,,,"$15,000 / Year",Accepted,"$63,000 / Year",Accepted,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,Accepted,,,"$18,000 / Year",Accepted,,,,Rejected,,Yes,,,,Accepted,,Waitlisted,"$15,000 / Year",Accepted,,"Waitlisted then rejected",,,,,=(,Waitlisted,,,,
TheArtfulDodger,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,3.1,"1/2 Scholarship, t-shirt, and coffee mug.",Accepted,,,,,,,History,,,,,,,"Political Science",,,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fee Waiver.",Rejected,,,,,,,,,,,,,,,,,,Rejected,,,,,"Fee Waiver.",Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,,,,"Ragin' Cajuns",No,,,,,,,,,,Rejected,,,,,"Fee Waiver.",Rejected,,,,
DonRedy,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,3.0,,,,,,,,,"History, Economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Virginia",No,,,,,,,,,,,,,,,,,,,,
DonReady,,,,,2010-2011,,,,,,,,,,"$23,325k/year",Accepted,"""On Hold""",Applied,,,,,,,$20k/year,Accepted,,,,,$15k/Year,Accepted,,,,,,,,,,Waitlisted,3.1,Male,,,Waitlisted,,,,,,,,,,,163,$30k/Year,Accepted,,,,Accepted,3.0,,,,,,,,,"History, Economics",,,,,,,,,,,,,,,,,,,,$6k/Year,Accepted,,Rejected,,,,Applied,VA,,,$6k/Year,Accepted,,,,,,,,,,,$26k/year,Accepted,$25k/Year,Accepted,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Virginia",No,,,,Accepted,,,,,,,,,,,,,,,,
Lockean,,,Withdrew,Accepted,2009-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,Rejected,,,,,,,,,163,,,,,,,2.9,,,,,,,,,"International Relations",,,,,,,"Military Studies, Middle Eastern & Islamic Studies",,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,Withdrew,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Withdrew, with $$",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,Attending,"Waitlisted then accepted",,Rejected,,,,,,,,,,,,,"Large Public",No,,,,,,,,,,,,,,,,,,,,
HolyWarTheChosen,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,2.9,,,,,,,,,"Political Science",,,,,,,Philosophy,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,"Ball State",No,,,,,,,,,,,,,,,,,,,,
"Steel City Kid",,,,,2012-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,163,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1WingedAngel,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Female,,,,,,,,,,,,,,163,,Accepted,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
toivo99,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,2.8,,,$7k/year,Accepted,,,,,"Liberal Studies",,,,,,,,,,,,,,,,,,,,,,,,,,,,MI,,,,,,,,,,,,,"$9,500/k yr",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No $$$",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tier IV public",No,,,,,,,,,,,,,,,,,,,,
littleprince88,,,,Accepted,2012-2013,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,Applied,,,,,,,,,163,,,,,,,2.8,,,,,,,"54k over three years",Accepted,Politics,,,,,,,,,,"30k over 3 years",Accepted,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,Applied,,,,,,,,,,,UCR/UCSC,,,,,,,,,,,,,,,,,,,,,
keong678,,,,,,,,,,,,,,,,,,,,,Full,Accepted,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,2.8,,,,,,,,,"Information systems",,,,,,,Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waiting on $",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wow,"Waitlisted then accepted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maryland,,,,,,,,,,,,,,,,,,,,,
bigtex8,,,,,,,,,,,,,withdrawn,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,withdrawn,Accepted,,,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,000 scholarship",Accepted,,Applied,,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Texas",No,,,,,,,,,,Waitlisted,,,,,,,,,,
"Dingo McPhee",,,,,2009-2010,"Lincoln Memorial University Duncan School of Law 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,"Organizational Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tusculum College",No,,,,,,,,,,,,,,,,,,,,
rcb1113,,,,,2008-2009,"New York Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Male,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
